video_id,community,video_bias,participation,betweenness,degree,bridge_score
zyh42D_Utqg,1,Lean Right,0.4256350346627851,7.162627255321862e-05,6885,0.059333590057519814
-18FvsoE-qY,3,Lean Left,0.6794893618922517,3.0287558040130656e-07,686,0.5743340280587754
-ddDPzGiYyE,3,Lean Left,0.06159726947219757,0.0,405,-3.311244442153153
-o11a71089U,3,Center,0.33785718859238034,3.208183953245913e-05,909,-1.090497681006565
-v-bMEN9oCI,0,Lean Left,0.5755864670194824,8.224462864948645e-05,8389,1.1618885655308138
0K6GPltYx9o,3,Center,0.5437704148938288,1.521663421662978e-05,923,-0.052403246612462095
0dOQY6f2ixo,3,Center,0.7431442313071333,0.00019266605163032114,8148,3.885527529616022
1DXgt3r5B64,0,Lean Left,0.5569561305465223,4.3039260278406647e-07,1530,-0.19337008686336388
1FRgifjP5PA,3,Lean Left,0.30162413863483273,1.257019665274099e-07,416,-1.8017276571029606
1Q-pdDV_Fqk,3,Lean Left,0.6295290118564383,6.894752864028433e-07,1313,0.26638301924951513
27ngBYn6Y-E,3,Lean Left,0.5002773589462993,3.0379879819374475e-07,552,-0.5512867315267735
2Jy1y9faTjc,3,Lean Left,0.3431902915601307,2.0792064382101584e-06,481,-1.5110838148468997
2LGIwddlbCs,3,Lean Left,0.630552988368281,5.118005471377405e-06,547,0.3398395027482354
2bkzNSzuQGg,3,Center,0.6009034363576453,0.0,229,0.0761500560149675
3T0zSgVg4X0,3,Lean Left,0.4031677494462451,6.422889386909661e-06,718,-1.0686232972488066
3k20omOp2dw,0,Lean Left,0.5224682812141404,8.714728143369743e-05,11062,0.9024526210266752
3pTirPV4Onw,3,Lean Left,0.7013477377364267,5.8173617693051615e-05,5729,1.5874883772384953
44BDsbig7pc,3,Lean Left,0.35403934195886533,3.7710589958222966e-08,739,-1.4738382844392355
60eIAwBoAJY,3,Lean Left,0.27652475786462294,2.2282850584119188e-07,55,-1.9579074582602498
62_nYgHQMok,3,Lean Left,0.4659911076669915,2.0305702285196977e-08,450,-0.7709300759743447
6fQxafj1KUc,3,Lean Left,0.4115789333327158,0.00010862646110682008,1626,0.5310368846023641
6hMi5J6H55Y,3,Lean Left,0.23124398165948823,4.905519243732171e-07,1171,-2.2382651230405735
7ZikKcVQylU,3,Lean Left,0.5283212671064357,2.9482325255930865e-05,550,0.06646850175234452
7b6bmmCgIzs,3,Lean Left,0.3234011089557187,2.651091107358419e-06,397,-1.626724775183218
8RGbAMS2gGg,3,Lean Left,0.6633712797362148,0.0001738335728723302,4511,3.0994462127358426
